Date|Symbol|Short Volume|Total Volume|Market
20140730|AAL|5013|32945|A
20140730|AAMC|301|593|A
20140730|AAPL|18396|46731|A
20140730|AAPR|0|0|A
20140730|AAU|5887|7487|A
20140730|ABIO|100|1400|A
20140730|ACAD|700|1400|A
20140730|ACAS|11225|15755|A
20140730|ACHN|1817|5251|A
20140730|ACLS|500|800|A
20140730|ACU|610|1110|A
20140730|ACY|0|0|A
20140730|ADBE|589|3268|A
20140730|ADGE|3488|3893|A
20140730|ADI|4290|5526|A
20140730|ADK|21423|28423|A
20140730|ADKPRA|0|1000|A
20140730|ADP|1500|1670|A
20140730|ADSK|909|1612|A
20140730|AE|607|1717|A
20140730|AEZS|1600|1600|A
20140730|AFFX|380|1400|A
20140730|AFOP|600|6215|A
20140730|AGNC|8043|24416|A
20140730|AINV|1699|33979|A
20140730|AIRI|130|252|A
20140730|AKAM|3950|8009|A
20140730|AKG|7003|12753|A
20140730|AKRX|1851|1852|A
20140730|ALN|1000|2662|A
20140730|ALTR|3638|13807|A
20140730|ALTV|283|562|A
20140730|AMAT|54531|140063|A
20140730|AMBA|3325|4805|A
20140730|AMCC|8682|19814|A
20140730|AMCO|2000|2200|A
20140730|AMKR|4458|9614|A
20140730|AMPE|61537|107710|A
20140730|AMRN|3583|5905|A
20140730|AMS|0|0|A
20140730|AMSC|200|6965|A
20140730|AMZG|14837|35924|A
20140730|ANGI|1800|3100|A
20140730|ANIP|127|227|A
20140730|ANV|134427|296351|A
20140730|API|0|500|A
20140730|APOL|2112|4592|A
20140730|APP|153061|469224|A
20140730|APT|200|7200|A
20140730|APTS|150|3879|A
20140730|AQQ|0|0|A
20140730|ARAY|1083|4725|A
20140730|ARCC|7165|25502|A
20140730|ARCP|36679|208007|A
20140730|AREX|6264|7964|A
20140730|ARIA|31148|47778|A
20140730|ARNA|7490|10789|A
20140730|ARUN|1130|3071|A
20140730|ASBC|5264|9266|A
20140730|ASM|9397|22091|A
20140730|ASNA|3331|4141|A
20140730|ATL|200|600|A
20140730|ATML|14580|42436|A
20140730|ATNM|4521|8502|A
20140730|ATRS|1600|9100|A
20140730|ATVI|13142|37500|A
20140730|AUMN|20984|30635|A
20140730|AVL|3500|19725|A
20140730|AVNR|1670|6660|A
20140730|AWAY|1380|2280|A
20140730|AWX|0|25|A
20140730|AXAS|8285|16763|A
20140730|AXN|100|200|A
20140730|AXU|43371|159880|A
20140730|AXX|4003|6033|A
20140730|AZC|542|10024|A
20140730|BAA|101111|326494|A
20140730|BBRY|70089|125559|A
20140730|BCRX|1112|1406|A
20140730|BCV|100|530|A
20140730|BDL|0|1400|A
20140730|BDR|0|801|A
20140730|BFY|400|1441|A
20140730|BGI|800|4137|A
20140730|BHB|476|1438|A
20140730|BHV|0|0|A
20140730|BIRPRA|98|448|A
20140730|BKJ|0|50|A
20140730|BLDP|14785|19641|A
20140730|BLE|7486|27289|A
20140730|BLJ|214|350|A
20140730|BONE|1118|4338|A
20140730|BPS|200|200|A
20140730|BQY|1200|1778|A
20140730|BRCD|14469|47290|A
20140730|BRCM|7490|21981|A
20140730|BRG|1064|5283|A
20140730|BRN|0|0|A
20140730|BTG|37822|59021|A
20140730|BTI|5598|11149|A
20140730|BTN|60|2400|A
20140730|BTX|9008|13925|A
20140730|BVX|200|2400|A
20140730|BWLA|0|300|A
20140730|BXE|6524|19859|A
20140730|BZC|1310|2983|A
20140730|BZM|1132|2599|A
20140730|CA|1030|6384|A
20140730|CAK|2053|39606|A
20140730|CAMT|502|3900|A
20140730|CANF|45|45|A
20140730|CAR|988|988|A
20140730|CAW|326|927|A
20140730|CBMX|0|632|A
20140730|CCA|160|361|A
20140730|CCF|1560|5530|A
20140730|CDNS|13638|28808|A
20140730|CECO|700|1700|A
20140730|CEF|23655|85935|A
20140730|CENX|13419|26162|A
20140730|CEP|154|658|A
20140730|CET|1330|1748|A
20140730|CEV|895|3860|A
20140730|CFD|800|6350|A
20140730|CFP|9818|35582|A
20140730|CH|1200|7893|A
20140730|CIK|1531|26781|A
20140730|CIX|4|263|A
20140730|CKX|100|500|A
20140730|CLM|4438|5539|A
20140730|CLNE|15878|24979|A
20140730|CMCSA|24136|37553|A
20140730|CMLS|3372|5560|A
20140730|CMT|500|802|A
20140730|CNR|1900|5583|A
20140730|CNVR|5597|14797|A
20140730|COCO|199|3599|A
20140730|COVR|0|1438|A
20140730|CPHI|500|500|A
20140730|CPST|1815|14363|A
20140730|CPWR|7661|13257|A
20140730|CQH|2489|3780|A
20140730|CQP|12163|24078|A
20140730|CRF|1522|2547|A
20140730|CRMD|2923|3123|A
20140730|CRMDWS|0|100|A
20140730|CROX|200|2050|A
20140730|CRV|200|200|A
20140730|CRVP|100|100|A
20140730|CSCO|21753|124451|A
20140730|CTF|1654|14948|A
20140730|CTIC|1963|4972|A
20140730|CTO|3820|8414|A
20140730|CTP|3880|5908|A
20140730|CTRP|1500|2309|A
20140730|CUO|0|0|A
20140730|CUR|39566|139035|A
20140730|CVM|7582|29102|A
20140730|CVMWS|0|3900|A
20140730|CVR|20|370|A
20140730|CVU|265|1154|A
20140730|CY|4868|17242|A
20140730|CYTR|12087|17360|A
20140730|DAKP|0|600|A
20140730|DEJ|269726|805708|A
20140730|DGAZ|1046|2290|A
20140730|DGSE|1100|11800|A
20140730|DHY|14910|32993|A
20140730|DISCA|214|1399|A
20140730|DISCK|200|1000|A
20140730|DISH|612|812|A
20140730|DIT|507|956|A
20140730|DLA|818|2749|A
20140730|DLTR|5757|15265|A
20140730|DMF|2949|7826|A
20140730|DNDN|5674|18764|A
20140730|DNKN|1324|2428|A
20140730|DNN|154114|164064|A
20140730|DPW|1000|7297|A
20140730|DRRX|0|100|A
20140730|DRWI|5400|10373|A
20140730|DRYS|30761|51316|A
20140730|DSS|8094|19464|A
20140730|DTV|1788|7551|A
20140730|DVAX|10317|16112|A
20140730|DXR|100|130|A
20140730|DZZ|300|300|A
20140730|EA|388|6301|A
20140730|EAD|9292|41894|A
20140730|EBAY|32253|46803|A
20140730|ECF|321|1731|A
20140730|EGAS|6176|20628|A
20140730|EGI|20825|29030|A
20140730|EIA|195|1656|A
20140730|EIM|7191|32083|A
20140730|EIO|0|515|A
20140730|EIP|251|1288|A
20140730|EIV|1660|4459|A
20140730|ELLO|300|1134|A
20140730|ELMD|200|320|A
20140730|ELNK|2632|4667|A
20140730|EMAN|1600|2085|A
20140730|EMI|100|100|A
20140730|EMJ|515|895|A
20140730|EMXX|90|790|A
20140730|ENRJ|0|0|A
