Date|Symbol|Short Exempt Volume|Short Volume|Total Volume|Market
20210329|A|0|200|371|M
20210329|AA|0|288|388|M
20210329|AAC U|0|100|100|M
20210329|AACG|0|0|300|M
20210329|AAL|0|2|2005|M
20210329|AAME|0|99|229|M
20210329|AAN|0|100|100|M
20210329|AAON|0|204|205|M
20210329|AAP|0|185|285|M
20210329|AAPL|0|1232|23235|M
20210329|AAT|0|0|300|M
20210329|AAWW|0|400|400|M
20210329|ABBV|0|729|1334|M
20210329|ABC|0|132|232|M
20210329|ABCB|0|358|358|M
20210329|ABCL|0|1227|1530|M
20210329|ABG|0|42|141|M
20210329|ABIO|0|87|87|M
20210329|ABM|0|100|300|M
20210329|ABMD|0|977|1557|M
20210329|ABNB|0|997|1261|M
20210329|ABT|0|149|189|M
20210329|AC|0|500|791|M
20210329|ACA|0|158|200|M
20210329|ACAD|0|100|306|M
20210329|ACBI|0|20|96|M
20210329|ACC|0|0|369|M
20210329|ACGL|0|200|200|M
20210329|ACHC|0|98|298|M
20210329|ACI|0|100|200|M
20210329|ACIW|0|179|194|M
20210329|ACLS|0|300|653|M
20210329|ACM|0|100|300|M
20210329|ACMR|0|0|400|M
20210329|ACN|0|406|506|M
20210329|ACR|0|100|100|M
20210329|ACRS|0|205|405|M
20210329|ACTG|0|216|218|M
20210329|ACWF|0|0|200|M
20210329|ACWV|0|200|200|M
20210329|ADAP|0|1|1|M
20210329|ADBE|0|684|5015|M
20210329|ADC|0|305|409|M
20210329|ADCT|0|100|100|M
20210329|ADES|0|97|97|M
20210329|ADI|0|391|642|M
20210329|ADMS|0|200|300|M
20210329|ADN|0|19|72|M
20210329|ADNT|0|0|283|M
20210329|ADP|0|394|422|M
20210329|ADPT|0|316|316|M
20210329|ADS|0|301|401|M
20210329|ADSK|0|465|763|M
20210329|ADT|0|38|40|M
20210329|ADTN|0|0|439|M
20210329|ADUS|0|0|99|M
20210329|ADVM|0|180|180|M
20210329|AEE|0|110|310|M
20210329|AEGN|0|0|260|M
20210329|AEI|0|123|123|M
20210329|AEM|0|1329|2437|M
20210329|AEO|0|200|200|M
20210329|AEP|0|2|44003|M
20210329|AER|0|300|500|M
20210329|AES|0|0|794|M
20210329|AEVA|0|312|612|M
20210329|AEYE|0|200|200|M
20210329|AFG|0|199|299|M
20210329|AFIB|0|398|498|M
20210329|AFIN|0|0|26|M
20210329|AFL|0|299|299|M
20210329|AFMD|0|100|200|M
20210329|AFRM|0|631|822|M
20210329|AGC|0|116|116|M
20210329|AGCB|0|0|100|M
20210329|AGCO|0|0|70|M
20210329|AGFS|0|29|29|M
20210329|AGFY|0|100|100|M
20210329|AGG|0|0|1|M
20210329|AGIO|0|0|260|M
20210329|AGR|0|8|108|M
20210329|AGS|0|84|84|M
20210329|AGTC|0|100|100|M
20210329|AGX|0|0|95|M
20210329|AGYS|0|0|166|M
20210329|AGZ|0|2|2|M
20210329|AHAC|0|200|200|M
20210329|AHC|0|0|17|M
20210329|AHCO|0|85|177|M
20210329|AHH|0|0|100|M
20210329|AHPI|0|400|400|M
20210329|AI|0|518|518|M
20210329|AIG|0|11|11|M
20210329|AIMC|0|201|718|M
20210329|AIN|0|0|100|M
20210329|AINV|0|0|100|M
20210329|AIR|0|300|307|M
20210329|AIRC|0|0|200|M
20210329|AIT|0|70|153|M
20210329|AIZ|0|100|100|M
20210329|AJAX|0|924|8251|M
20210329|AJG|0|3|160|M
20210329|AJRD|0|5|205|M
20210329|AKAM|0|304|304|M
20210329|AKRO|0|100|200|M
20210329|AKTS|0|98|190|M
20210329|AKUS|0|0|398|M
20210329|AL|0|400|405|M
20210329|ALB|0|244|244|M
20210329|ALC|0|379|379|M
20210329|ALEC|0|200|400|M
20210329|ALEX|0|0|5|M
20210329|ALG|0|60|60|M
20210329|ALGM|0|100|100|M
20210329|ALGN|0|806|1359|M
20210329|ALGT|0|100|322|M
20210329|ALIM|0|0|100|M
20210329|ALK|0|100|315|M
20210329|ALKS|0|520|710|M
20210329|ALL|0|450|755|M
20210329|ALLE|0|200|226|M
20210329|ALLK|0|1529|1649|M
20210329|ALLO|0|172|184|M
20210329|ALLY|0|5|7|M
20210329|ALNY|0|0|1101|M
20210329|ALRM|0|339|339|M
20210329|ALSN|0|0|579|M
20210329|ALT|0|300|700|M
20210329|ALTA|0|18|47|M
20210329|ALTG|0|100|100|M
20210329|ALTM|0|30|36|M
20210329|ALTR|0|24|24|M
20210329|ALV|0|213|313|M
20210329|ALVR|0|100|200|M
20210329|ALX|0|34|141|M
20210329|ALXN|0|200|300|M
20210329|AMAT|0|590|6376|M
20210329|AMBA|0|0|260|M
20210329|AMBO|0|100|200|M
20210329|AMC|0|0|1|M
20210329|AMCR|0|0|20|M
20210329|AMCX|0|390|690|M
20210329|AMD|0|63|64117|M
20210329|AME|0|414|414|M
20210329|AMG|0|297|494|M
20210329|AMGN|0|120|120|M
20210329|AMH|0|100|200|M
20210329|AMOT|0|2|2|M
20210329|AMP|0|690|751|M
20210329|AMPG|100|350|450|M
20210329|AMPGW|0|0|900|M
20210329|AMRC|0|600|683|M
20210329|AMRN|0|15|18|M
20210329|AMRS|0|1317|4092|M
20210329|AMSC|97|105|105|M
20210329|AMSWA|0|0|67|M
20210329|AMT|0|168|304|M
20210329|AMTB|0|300|383|M
20210329|AMTI|0|0|113|M
20210329|AMTX|0|200|298|M
20210329|AMWD|0|0|25|M
20210329|AMWL|0|1084|1284|M
20210329|AMZN|0|1119|10492|M
20210329|AN|0|496|779|M
20210329|ANAB|0|23|23|M
20210329|ANAC U|0|0|100|M
20210329|ANAT|0|0|25|M
20210329|ANDE|0|47|144|M
20210329|ANET|0|430|700|M
20210329|ANF|0|500|790|M
20210329|ANGI|0|0|123|M
20210329|ANGN|0|0|100|M
20210329|ANIX|0|300|400|M
20210329|ANNX|0|0|100|M
20210329|ANSS|0|541|580|M
20210329|ANTE|0|0|100|M
20210329|ANTM|0|441|868|M
20210329|ANVS|0|0|19|M
20210329|ANZUU|0|0|76|M
20210329|AON|0|555|595|M
20210329|AONE|0|100|585|M
20210329|AOS|0|100|259|M
20210329|AOSL|0|216|326|M
20210329|AOUT|0|98|123|M
20210329|APAM|0|165|193|M
20210329|APD|0|0|100|M
20210329|APEI|0|100|239|M
20210329|APG|0|315|360|M
20210329|APH|0|309|393|M
20210329|APHA|0|1|2|M
20210329|API|0|0|722|M
20210329|APLS|0|100|100|M
20210329|APO|0|92|192|M
20210329|APOG|0|100|299|M
20210329|APOP|0|100|100|M
20210329|APPF|0|29|29|M
20210329|APPH|0|90|90|M
20210329|APPHW|0|0|69749|M
20210329|APPN|0|20|620|M
20210329|APPS|200|1926|6367|M
20210329|APRE|0|0|200|M
20210329|APTO|0|100|100|M
20210329|APTS|0|100|100|M
20210329|APTV|0|203|2639|M
20210329|APWC|0|0|88|M
20210329|APXT|0|300|406|M
20210329|APYX|0|100|100|M
20210329|AQB|0|100|200|M
20210329|AQST|0|173|173|M
20210329|ARAV|0|0|99|M
20210329|ARC|0|0|98|M
20210329|ARCB|0|112|112|M
20210329|ARCH|0|0|16|M
20210329|ARCT|0|1226|1436|M
20210329|ARE|0|253|324|M
20210329|ARES|0|0|149|M
20210329|ARGO|0|199|399|M
20210329|ARGX|0|337|602|M
20210329|ARKF|0|0|3|M
20210329|ARKW|0|29|34|M
20210329|ARLP|0|0|125|M
20210329|ARMK|0|300|300|M
20210329|ARNA|0|100|160|M
20210329|ARNC|0|26|126|M
20210329|AROC|0|200|200|M
20210329|ARQT|0|12|48|M
20210329|ARRY|0|7040|7830|M
20210329|ARTNA|0|0|30|M
20210329|ARVN|0|200|250|M
20210329|ARW|0|123|123|M
20210329|ARWR|0|0|540|M
20210329|ASC|0|54|54|M
20210329|ASGN|0|100|100|M
20210329|ASH|0|87|448|M
20210329|ASML|0|200|240|M
20210329|ASO|0|552|1039|M
20210329|ASPN|0|2|81|M
20210329|ASPU|0|100|100|M
20210329|ASR|0|59|156|M
20210329|ASTE|0|178|281|M
20210329|ASUR|0|47|47|M
20210329|ASYS|0|0|100|M
20210329|ATC|0|0|1|M
20210329|ATCO|0|0|100|M
20210329|ATEX|0|0|100|M
20210329|ATGE|0|50|50|M
20210329|ATH|0|0|124|M
20210329|ATHA|0|107|107|M
20210329|ATHM|0|1923|1923|M
20210329|ATI|0|100|200|M
20210329|ATKR|0|383|483|M
20210329|ATNF|0|0|1093|M
20210329|ATNI|0|193|194|M
20210329|ATNM|0|0|100|M
20210329|ATO|0|154|154|M
20210329|ATOM|0|808|808|M
20210329|ATR|0|0|53|M
20210329|ATRI|0|30|124|M
20210329|ATRO|0|0|400|M
20210329|ATSG|0|0|123|M
20210329|ATUS|0|100|500|M
20210329|ATVI|0|319|159627|M
20210329|AU|0|225|225|M
20210329|AUTL|0|0|260|M
20210329|AUUD|0|0|100|M
20210329|AUVI|0|0|635|M
20210329|AUY|0|0|18|M
20210329|AVA|0|0|113|M
20210329|AVB|0|20|20|M
20210329|AVEO|0|0|89|M
20210329|AVGO|0|1052|1052|M
20210329|AVID|0|100|100|M
20210329|AVIR|0|549|1049|M
20210329|AVLR|0|456|466|M
20210329|AVNS|0|0|100|M
20210329|AVNW|0|159|691|M
20210329|AVO|0|100|100|M
20210329|AVRO|0|57|57|M
20210329|AVT|0|0|198|M
20210329|AVTR|0|100|200|M
20210329|AVXL|0|134|134|M
20210329|AVY|0|100|100|M
20210329|AWH|0|1236|2797|M
20210329|AWI|0|252|352|M
20210329|AWK|0|184|384|M
20210329|AX|0|6|6|M
20210329|AXAS|0|6073|6073|M
20210329|AXDX|0|110|110|M
20210329|AXGN|0|0|34|M
20210329|AXNX|0|665|758|M
20210329|AXON|0|122|124|M
20210329|AXP|0|216|29216|M
20210329|AXSM|0|520|1053|M
20210329|AXTA|0|0|500|M
20210329|AXTI|0|99|99|M
20210329|AY|0|0|98|M
20210329|AYI|0|302|357|M
20210329|AYRO|0|100|100|M
20210329|AYTU|0|0|200|M
20210329|AYX|0|191|473|M
20210329|AZEK|0|30|360|M
20210329|AZO|0|942|1426|M
20210329|AZPN|0|0|219|M
20210329|AZRE|0|133|133|M
20210329|AZUL|0|225|324|M
20210329|AZZ|0|0|99|M
20210329|B|0|0|2|M
20210329|BA|100|4294|7543|M
20210329|BABA|0|300|256906|M
20210329|BAC|0|56|115|M
20210329|BAH|0|150|444|M
20210329|BALY|0|240|452|M
20210329|BANC|0|50|149|M
20210329|BAND|0|1339|1535|M
20210329|BAP|0|0|171|M
20210329|BATL|0|359|359|M
20210329|BATRA|0|0|87|M
20210329|BAX|0|1551|1975|M
20210329|BB|0|0|10|M
20210329|BBBY|0|0|240091|M
20210329|BBDC|0|192|384|M
20210329|BBGI|0|0|100|M
20210329|BBIG|0|0|100|M
20210329|BBIO|0|903|1537|M
20210329|BBP|0|3|3|M
20210329|BBW|0|400|404|M
20210329|BBY|0|100|380|M
20210329|BC|0|1084|1218|M
20210329|BCAB|0|1453|1553|M
20210329|BCC|0|0|100|M
20210329|BCDA|0|544|544|M
20210329|BCE|1|2006|2230|M
20210329|BCEI|0|199|199|M
20210329|BCEL|0|8|108|M
20210329|BCH|0|55|70|M
20210329|BCI|0|600|2546|M
20210329|BCLI|0|100|100|M
20210329|BCO|0|130|136|M
20210329|BCOR|0|0|65|M
20210329|BCOV|0|0|160|M
20210329|BCPC|0|300|400|M
20210329|BCYC|0|121|121|M
20210329|BDC|0|37|54|M
20210329|BDSX|0|120|411|M
20210329|BDTX|0|0|173|M
20210329|BDX|0|320|820|M
20210329|BE|0|600|20144|M
20210329|BEAM|0|4|104|M
20210329|BECN|0|197|663|M
20210329|BEEM|0|103|1807|M
20210329|BEKE|0|88|495|M
20210329|BEN|0|600|600|M
20210329|BEP|0|100|100|M
20210329|BEPC|0|0|250|M
20210329|BERY|0|95|125|M
20210329|BF B|0|100|217|M
20210329|BFAM|0|150|1789|M
20210329|BFC|0|0|4|M
20210329|BFI|0|281|345|M
20210329|BFLY|0|100|300|M
20210329|BFRA|0|100|100|M
20210329|BG|0|215|215|M
20210329|BGCP|0|0|106|M
20210329|BGNE|0|180|581|M
20210329|BGS|0|700|799|M
20210329|BH A|0|1|1|M
20210329|BHC|0|0|100|M
20210329|BHF|0|394|394|M
20210329|BHLB|0|446|497|M
20210329|BHP|0|705|26060|M
20210329|BHR|0|0|100|M
20210329|BHVN|0|226|1532|M
20210329|BIDU|0|420|31602|M
20210329|BIG|0|182|182|M
20210329|BIGC|0|400|581|M
20210329|BIIB|0|478|10086|M
20210329|BILI|0|7753|10561|M
20210329|BILL|0|166|376|M
20210329|BIO|0|99|433|M
20210329|BIP|0|97|297|M
20210329|BIPC|100|100|100|M
20210329|BJ|0|200|200|M
20210329|BJRI|0|167|167|M
20210329|BK|0|1|1|M
20210329|BKE|0|100|400|M
20210329|BKI|0|0|200|M
20210329|BKLN|0|200|300|M
20210329|BKNG|0|1194|1491|M
20210329|BKR|0|300|400|M
20210329|BKSC|0|100|100|M
20210329|BKU|0|180|180|M
20210329|BKYI|0|0|100|M
20210329|BL|0|195|195|M
20210329|BLBD|0|0|99|M
20210329|BLCM|0|177|177|M
20210329|BLD|0|459|852|M
20210329|BLDR|0|50|135|M
