Date|Symbol|Short Exempt Volume|Short Volume|Total Volume|Market
20191218|A|0|1500|6400|C
20191218|AA|0|31902|44236|C
20191218|AAL|300|37304|57441|C
20191218|AAN|0|227|327|C
20191218|AAOI|0|5600|8100|C
20191218|AAON|100|2200|2200|C
20191218|AAP|0|500|1300|C
20191218|AAPL|0|34307|56075|C
20191218|AAT|0|200|300|C
20191218|AAU|0|600|600|C
20191218|AAWW|100|500|800|C
20191218|AAXJ|100|6300|6600|C
20191218|AAXN|0|1900|3200|C
20191218|AB|0|100|400|C
20191218|ABB|0|46552|59452|C
20191218|ABBV|0|27769|39803|C
20191218|ABC|0|2104|2861|C
20191218|ABCB|0|100|200|C
20191218|ABDC|0|200|200|C
20191218|ABEO|0|14200|18100|C
20191218|ABEV|0|982135|1176527|C
20191218|ABIO|0|200|700|C
20191218|ABM|0|600|1600|C
20191218|ABMD|0|600|1200|C
20191218|ABR|0|13614|28097|C
20191218|ABT|0|34887|53651|C
20191218|ABUS|100|4003|9003|C
20191218|AC|0|100|100|C
20191218|ACA|0|832|1932|C
20191218|ACAD|0|5410|9496|C
20191218|ACB|226690|729071|758135|C
20191218|ACBI|0|114|313|C
20191218|ACC|0|1287|2887|C
20191218|ACCO|0|7300|11200|C
20191218|ACEL|0|700|2500|C
20191218|ACER|0|100|300|C
20191218|ACGL|0|18274|26511|C
20191218|ACH|0|300|1095|C
20191218|ACHC|0|3203|4403|C
20191218|ACHN|0|80969|102439|C
20191218|ACHV|4911|6411|9111|C
20191218|ACIA|0|100|100|C
20191218|ACIU|0|700|1000|C
20191218|ACIW|0|2900|3500|C
20191218|ACLS|0|2600|3300|C
20191218|ACM|0|3000|6900|C
20191218|ACMR|0|900|2200|C
20191218|ACN|0|1700|3327|C
20191218|ACOR|0|11600|16600|C
20191218|ACP|0|798|1498|C
20191218|ACRE|100|4228|5528|C
20191218|ACRS|0|9454|13122|C
20191218|ACRX|300|21746|44291|C
20191218|ACST|4751|19519|22219|C
20191218|ACTG|0|1700|3100|C
20191218|ACWI|0|23205|32375|C
20191218|ACWX|0|2648|3248|C
20191218|ADAP|200|862|10762|C
20191218|ADBE|0|1200|2500|C
20191218|ADC|0|800|1100|C
20191218|ADES|0|725|825|C
20191218|ADI|0|929|3455|C
20191218|ADM|0|22312|33462|C
