Date|Symbol|Short Volume|Total Volume|Market
20151125|A|664653|996501|N
20151125|AA|3433758|5297039|N
20151125|AAC|4325|9633|N
20151125|AAN|48777|99879|N
20151125|AAP|108506|161458|N
20151125|AAPRB|11310|38736|N
20151125|AAT|8918|26484|N
20151125|AAV|6748|10081|N
20151125|AB|16799|33270|N
20151125|ABB|187687|411041|N
20151125|ABBV|1235477|2040714|N
20151125|ABC|133738|266143|N
20151125|ABEV|1518195|3181628|N
20151125|ABG|11834|39192|N
20151125|ABM|33949|60656|N
20151125|ABR|6939|17106|N
20151125|ABRN|781|1292|N
20151125|ABRPRA|300|683|N
20151125|ABRPRB|400|500|N
20151125|ABRPRC|0|0|N
20151125|ABT|490369|1018572|N
20151125|ABX|1577612|2889128|N
20151125|ACC|65112|117402|N
20151125|ACCO|53578|98765|N
20151125|ACE|225292|421223|N
20151125|ACG|25572|66154|N
20151125|ACH|5952|8394|N
20151125|ACI|110486|263128|N
20151125|ACM|55352|130813|N
20151125|ACN|262065|573875|N
20151125|ACP|3408|25874|N
20151125|ACRE|6301|28196|N
20151125|ACV|13630|34751|N
20151125|ACW|6903|24307|N
20151125|ACWD|300|300|N
20151125|ADC|5426|11486|N
20151125|ADM|1011995|1638872|N
20151125|ADPT|21087|45896|N
20151125|ADS|12595|29003|N
20151125|ADT|151090|262283|N
20151125|ADX|2122|3795|N
20151125|AEB|1060|10337|N
20151125|AED|2268|6165|N
20151125|AEE|176392|364064|N
20151125|AEG|167601|230699|N
20151125|AEH|3466|9988|N
20151125|AEK|1233|7840|N
20151125|AEL|37168|96768|N
20151125|AEM|252514|387594|N
20151125|AEO|413603|736828|N
20151125|AEP|644514|950872|N
20151125|AER|162169|316292|N
20151125|AES|687648|1039135|N
20151125|AESPRC|450|1904|N
20151125|AET|159945|329820|N
20151125|AEUA|300|530|N
20151125|AF|90903|154372|N
20151125|AFA|132|1644|N
20151125|AFB|617|12464|N
20151125|AFC|829|1190|N
