Date|Symbol|Short Exempt Volume|Short Volume|Total Volume|Market
20170821|A|0|28100|92343|P
20170821|AA|0|47109|110584|P
20170821|AAAP|0|498|1498|P
20170821|AABA|0|118421|260045|P
20170821|AAC|0|7336|12868|P
20170821|AADR|0|181|581|P
20170821|AAL|100|139736|226526|P
20170821|AAN|0|11089|24957|P
20170821|AAOI|0|73590|130358|P
20170821|AAON|0|13322|13722|P
20170821|AAP|100|118516|173141|P
20170821|AAPL|2100|903900|2093107|P
20170821|AAT|0|4625|8425|P
20170821|AAU|100|1379|1479|P
20170821|AAV|1118|2018|2418|P
20170821|AAWW|0|1700|9260|P
20170821|AAXJ|400|18914|39393|P
20170821|AAXN|0|57298|67377|P
20170821|AB|0|2860|9760|P
20170821|ABAX|0|1200|1200|P
20170821|ABB|1800|37533|69480|P
20170821|ABBV|1100|93233|183073|P
20170821|ABC|0|71034|93355|P
20170821|ABCB|0|4981|5181|P
20170821|ABCD|0|400|2852|P
20170821|ABCO|0|6098|13198|P
20170821|ABDC|0|100|100|P
20170821|ABEO|0|19176|24426|P
20170821|ABEV|8200|244680|350433|P
20170821|ABG|0|5009|5509|P
20170821|ABIL|0|0|2200|P
20170821|ABIO|0|111|111|P
20170821|ABM|0|3016|5316|P
20170821|ABMD|0|5000|8615|P
20170821|ABR|0|1600|6872|P
20170821|ABT|3403|119826|193828|P
20170821|ABTL|0|4907|7207|P
20170821|ABUS|0|0|200|P
20170821|ABX|500|146715|281445|P
20170821|ABY|0|12467|19567|P
20170821|AC|0|100|200|P
20170821|ACAD|0|15103|26296|P
20170821|ACBI|0|1000|3876|P
20170821|ACC|0|11767|21872|P
20170821|ACCO|0|4300|5700|P
20170821|ACET|0|3075|3575|P
20170821|ACFC|0|841|841|P
20170821|ACGL|0|7550|12611|P
20170821|ACGLO|0|1700|11900|P
20170821|ACGLP|0|100|300|P
20170821|ACH|0|10050|11250|P
20170821|ACHC|200|38728|76480|P
20170821|ACHN|0|29393|49083|P
20170821|ACHV|0|100|100|P
20170821|ACIA|0|23383|27072|P
20170821|ACIM|0|0|100|P
20170821|ACIU|0|0|400|P
20170821|ACIW|0|19659|25257|P
20170821|ACLS|0|3215|4415|P
20170821|ACM|2658|39577|79235|P
20170821|ACN|0|132839|154954|P
20170821|ACOR|0|10641|13241|P
20170821|ACP|0|500|2930|P
20170821|ACRE|0|300|400|P
20170821|ACRS|0|18050|32846|P
20170821|ACRX|0|12881|15185|P
20170821|ACSF|0|600|811|P
20170821|ACTA|0|400|800|P
20170821|ACTG|0|35392|40792|P
20170821|ACV|0|100|300|P
20170821|ACWF|0|5400|5500|P
20170821|ACWI|0|125764|131064|P
20170821|ACWV|0|101|601|P
20170821|ACWX|0|3991|5728|P
20170821|ACXM|0|14664|22364|P
20170821|ACY|0|1000|1100|P
20170821|ADAP|0|13345|29201|P
20170821|ADBE|0|50634|89458|P
20170821|ADC|0|20466|29722|P
20170821|ADES|0|3300|3800|P
20170821|ADHD|0|904|1604|P
20170821|ADI|0|44942|74936|P
20170821|ADK|0|6000|6000|P
20170821|ADM|200|102761|147489|P
20170821|ADMA|0|16443|36192|P
20170821|ADMP|0|14029|19029|P
20170821|ADMS|0|16360|19586|P
20170821|ADNT|0|72395|97978|P
20170821|ADOM|0|1150|3250|P
20170821|ADP|400|124740|265022|P
20170821|ADRA|0|0|310|P
20170821|ADRE|0|0|200|P
20170821|ADRO|0|8183|10283|P
20170821|ADS|0|14898|22254|P
20170821|ADSK|0|67317|98782|P
20170821|ADSW|0|8272|37536|P
20170821|ADTN|0|8048|9568|P
20170821|ADUS|0|300|1000|P
20170821|ADVM|0|4300|7700|P
20170821|ADX|0|500|3075|P
20170821|ADXS|0|13132|16702|P
20170821|AE|0|100|100|P
20170821|AED|0|0|200|P
20170821|AEE|0|38988|62398|P
20170821|AEG|20935|233409|275709|P
20170821|AEGN|0|5626|7926|P
20170821|AEHR|0|2802|3202|P
20170821|AEIS|0|5964|11084|P
20170821|AEL|0|7276|10544|P
20170821|AEM|500|24274|52589|P
20170821|AEMD|0|0|200|P
20170821|AEO|0|370158|558338|P
20170821|AEP|0|67583|95910|P
20170821|AER|0|25776|40198|P
20170821|AERI|0|10590|15098|P
20170821|AES|0|52383|122887|P
20170821|AET|0|33659|81025|P
20170821|AEUA|0|100|1200|P
20170821|AEY|0|0|100|P
20170821|AEZS|400|1690|6570|P
20170821|AF|0|14459|17806|P
20170821|AFAM|0|1200|2200|P
20170821|AFB|0|0|4097|P
20170821|AFG|0|2300|5800|P
20170821|AFH|0|100|100|P
20170821|AFI|0|13101|24040|P
20170821|AFK|1|181|1196|P
20170821|AFL|100|40107|81713|P
20170821|AFMD|0|600|600|P
20170821|AFSD|0|0|287|P
20170821|AFSI|600|28591|35651|P
20170821|AFSI-F|0|0|1554|P
20170821|AFSS|0|0|100|P
20170821|AFST|0|0|200|P
20170821|AFT|0|0|903|P
20170821|AFTY|0|0|2375|P
20170821|AG|2300|64245|73369|P
20170821|AGC|0|100|100|P
20170821|AGCO|0|11100|20993|P
20170821|AGD|0|100|1000|P
20170821|AGEN|0|10536|18753|P
20170821|AGF|0|0|350|P
20170821|AGFS|0|1700|3353|P
20170821|AGG|6068|114488|180093|P
20170821|AGGP|1191|7480|8656|P
20170821|AGGY|0|925|2548|P
20170821|AGI|600|18614|33423|P
20170821|AGII|0|1563|2377|P
20170821|AGIIL|0|0|900|P
20170821|AGIO|0|9700|12900|P
20170821|AGLE|0|0|400|P
20170821|AGM|0|0|100|P
20170821|AGN|0|45205|93876|P
20170821|AGN-A|0|76|536|P
20170821|AGNC|0|95034|133983|P
20170821|AGNCB|0|400|900|P
20170821|AGNCP|0|2400|7103|P
20170821|AGO|0|5974|23494|P
20170821|AGQ|175|3988|15520|P
20170821|AGR|0|6300|8200|P
20170821|AGRO|0|7674|23509|P
20170821|AGRX|0|3913|6723|P
20170821|AGTC|0|1400|3000|P
20170821|AGU|0|9460|27841|P
20170821|AGX|0|1505|2405|P
20170821|AGZ|50|250|665|P
20170821|AHC|0|0|100|P
20170821|AHGP|0|200|200|P
20170821|AHH|0|2034|2834|P
20170821|AHL|0|1557|6014|P
