Date|Symbol|Short Volume|Total Volume|Market
20150512|A|71144|149281|P
20150512|AA|524179|680038|P
20150512|AA-B|1100|2300|P
20150512|AAC|9687|12287|P
20150512|AAL|373459|688232|P
20150512|AAMC|400|500|P
20150512|AAME|300|900|P
20150512|AAN|20249|33050|P
20150512|AAOI|11590|15490|P
20150512|AAON|12200|19300|P
20150512|AAP|43631|64660|P
20150512|AAPC|400|9130|P
20150512|AAPL|1686736|3432324|P
20150512|AAT|8867|15626|P
20150512|AAU|1119|2319|P
20150512|AAV|6300|10743|P
20150512|AAVL|18901|31401|P
20150512|AAWW|28034|56985|P
20150512|AAXJ|53583|142402|P
20150512|AB|2874|19232|P
20150512|ABAC|0|4600|P
20150512|ABAX|19566|46999|P
20150512|ABB|70511|95070|P
20150512|ABBV|494721|726445|P
20150512|ABC|75300|138680|P
20150512|ABCB|1600|6416|P
20150512|ABCD|0|500|P
20150512|ABCO|14596|27403|P
20150512|ABCW|100|300|P
20150512|ABDC|1100|1600|P
20150512|ABEV|792283|1316376|P
20150512|ABG|14216|18167|P
20150512|ABGB|1603|2203|P
20150512|ABIO|200|300|P
20150512|ABM|5869|11110|P
20150512|ABMD|71311|186098|P
20150512|ABR|8522|28716|P
20150512|ABRN|100|3030|P
20150512|ABT|156775|201652|P
20150512|ABTL|3089|11887|P
20150512|ABX|356418|590577|P
20150512|ABY|21800|34920|P
20150512|ACAD|76071|105637|P
20150512|ACAS|131130|316144|P
20150512|ACAT|2400|8894|P
20150512|ACC|23273|38016|P
20150512|ACCO|23411|43511|P
20150512|ACE|63788|172687|P
20150512|ACET|8800|12300|P
20150512|ACFC|400|1700|P
20150512|ACFN|100|500|P
20150512|ACG|11314|17314|P
20150512|ACGL|74630|110534|P
20150512|ACH|800|6200|P
20150512|ACHC|16653|33193|P
20150512|ACHN|165982|261138|P
20150512|ACI|362241|628409|P
20150512|ACIW|43999|73536|P
20150512|ACLS|17254|47723|P
20150512|ACM|197841|306802|P
20150512|ACN|73277|96033|P
20150512|ACNB|0|338|P
20150512|ACOR|33062|68805|P
20150512|ACP|0|5850|P
20150512|ACPW|800|7200|P
20150512|ACRE|6277|14677|P
20150512|ACRX|50074|63524|P
20150512|ACSF|2000|4813|P
20150512|ACT|167734|284717|P
20150512|ACT-A|360|460|P
20150512|ACTA|19182|57112|P
20150512|ACTG|15603|31003|P
20150512|ACTS|300|21600|P
20150512|ACUR|3840|7840|P
20150512|ACW|3803|13785|P
20150512|ACWF|100|100|P
20150512|ACWI|52991|80838|P
20150512|ACWV|11595|20482|P
20150512|ACWX|2400|4900|P
20150512|ACXM|17726|46393|P
20150512|ACY|0|100|P
20150512|ADAP|7126|18055|P
