Date|Symbol|Short Volume|Total Volume|Market
20111220|A|147560|341149|P
20111220|AA|1754707|3219042|P
20111220|AACC|18500|19600|P
20111220|AADR|0|804|P
20111220|AAN|10573|24337|P
20111220|AAON|5600|16630|P
20111220|AAP|47350|68121|P
20111220|AAPL|1325976|2549522|P
20111220|AAR|6470|16561|P
20111220|AAT|33867|58024|P
20111220|AATI|16470|73347|P
20111220|AAU|4093|10393|P
20111220|AAV|21687|60165|P
20111220|AAVX|100|100|P
20111220|AAWW|8843|39483|P
20111220|AAXJ|66074|116333|P
20111220|AB|11924|59526|P
20111220|ABAX|12000|21000|P
20111220|ABB|68123|156601|P
20111220|ABC|84374|158060|P
20111220|ABCB|5111|11211|P
20111220|ABCD|2400|6628|P
20111220|ABCO|2484|9003|P
20111220|ABCS|1500|2540|P
20111220|ABD|6812|32331|P
20111220|ABFS|13215|45133|P
20111220|ABG|8427|21270|P
20111220|ABH|19220|32820|P
20111220|ABIO|8260|10645|P
20111220|ABL|0|100|P
20111220|ABM|4691|23314|P
20111220|ABMD|31013|82380|P
20111220|ABR|200|1000|P
20111220|ABT|308746|554259|P
20111220|ABTL|400|12649|P
20111220|ABV|196900|403467|P
20111220|ABV.C|900|15523|P
20111220|ABVA|100|100|P
20111220|ABVT|8116|19085|P
20111220|ABX|793747|1288919|P
20111220|ACAD|23192|39818|P
20111220|ACAS|210922|528826|P
20111220|ACAT|7924|15045|P
20111220|ACC|17424|46581|P
20111220|ACCL|1902|17335|P
20111220|ACE|73344|255121|P
20111220|ACET|3499|15549|P
20111220|ACFC|0|617|P
20111220|ACFN|1100|1100|P
20111220|ACG|9321|17426|P
20111220|ACGL|52007|79306|P
20111220|ACH|29811|57538|P
20111220|ACHC|22723|42648|P
20111220|ACHN|19209|54380|P
20111220|ACI|269534|543124|P
20111220|ACIW|7054|16233|P
20111220|ACLS|3100|88988|P
20111220|ACM|95073|136173|P
20111220|ACN|164769|636307|P
20111220|ACO|12881|21881|P
20111220|ACOM|22711|43530|P
20111220|ACOR|8513|22214|P
20111220|ACP|100|1400|P
20111220|ACPW|21526|164291|P
20111220|ACTG|26600|57940|P
20111220|ACTS|1500|5200|P
20111220|ACTV|4600|16525|P
20111220|ACUR|200|8100|P
20111220|ACW|11592|33642|P
20111220|ACWI|242320|277204|P
20111220|ACWX|284864|352302|P
20111220|ACXM|7635|40440|P
20111220|ADAT|18300|29231|P
20111220|ADBE|282452|674082|P
20111220|ADC|800|6040|P
20111220|ADEP|1400|1600|P
20111220|ADES|4566|8416|P
20111220|ADGF|0|300|P
20111220|ADI|290759|390443|P
20111220|ADK|300|5600|P
20111220|ADM|227533|391286|P
20111220|ADP|212647|364248|P
20111220|ADPI|16180|108743|P
20111220|ADRA|0|5290|P
20111220|ADRD|200|1345|P
20111220|ADRE|300|1250|P
20111220|ADS|28558|112211|P
20111220|ADSK|149047|323614|P
20111220|ADTN|149780|264105|P
20111220|ADUS|100|4500|P
20111220|ADVS|2433|10300|P
20111220|ADX|5576|16285|P
20111220|ADY|2300|2500|P
20111220|AE|100|100|P
20111220|AEA|7903|18596|P
20111220|AEB|300|3150|P
20111220|AEC|15735|38101|P
20111220|AED|200|300|P
20111220|AEE|72559|199048|P
20111220|AEF|400|2110|P
20111220|AEG|72198|122181|P
20111220|AEGN|9973|27919|P
20111220|AEGR|600|3800|P
20111220|AEH|0|800|P
20111220|AEHR|0|700|P
20111220|AEIS|23538|50809|P
20111220|AEL|20164|37691|P
20111220|AEM|117837|262806|P
20111220|AEN|500|46370|P
20111220|AEO|119275|416460|P
20111220|AEP|119704|218133|P
20111220|AEPI|11817|21501|P
20111220|AER|6340|40263|P
20111220|AERG|70243|261117|P
20111220|AERL|100|5704|P
20111220|AES|428979|691404|P
20111220|AES-C|600|600|P
20111220|AET|434635|698510|P
20111220|AEV|4069|4769|P
20111220|AEY|0|500|P
20111220|AEZS|41319|127638|P
20111220|AF|14701|39689|P
20111220|AFAM|13060|33739|P
20111220|AFB|800|4300|P
20111220|AFCB|0|100|P
20111220|AFCE|1100|13681|P
20111220|AFE|0|479|P
20111220|AFF|2100|4500|P
20111220|AFFM|600|800|P
20111220|AFFX|20755|61776|P
20111220|AFFY|36232|111609|P
20111220|AFG|14018|38973|P
20111220|AFK|200|4725|P
20111220|AFL|171738|388110|P
20111220|AFOP|100|400|P
20111220|AFQ|600|900|P
20111220|AFSI|14449|35698|P
20111220|AFT|600|3327|P
20111220|AG|59193|97273|P
20111220|AGA|0|2716|P
20111220|AGC|8008|10718|P
20111220|AGCO|52840|107805|P
20111220|AGD|12783|29223|P
20111220|AGEM|400|6038|P
20111220|AGEN|1000|4044|P
20111220|AGF|0|300|P
20111220|AGG|290292|354981|P
20111220|AGII|2505|10005|P
20111220|AGLS|42900|44500|P
20111220|AGM|2300|8238|P
20111220|AGN|124857|221165|P
20111220|AGNC|457380|847362|P
20111220|AGO|106846|274573|P
20111220|AGO-B|0|1900|P
20111220|AGO-E|400|3400|P
20111220|AGO-F|200|400|P
20111220|AGP|41611|86822|P
20111220|AGQ|97725|244572|P
20111220|AGRO|3000|10500|P
20111220|AGU|51956|114842|P
20111220|AGX|3443|14266|P
20111220|AGYS|6500|13300|P
20111220|AGZ|2974|17067|P
20111220|AH|22343|76409|P
20111220|AHC|1800|5900|P
20111220|AHGP|600|2500|P
20111220|AHL|25700|41617|P
20111220|AHS|2803|24626|P
20111220|AHT|6741|33892|P
20111220|AHT-D|0|200|P
20111220|AHY|0|600|P
20111220|AI|1900|5888|P
20111220|AIA|6400|14700|P
20111220|AIG|696029|1058621|P
20111220|AIG+|38504|54674|P
20111220|AIM|0|100|P
20111220|AIMC|6772|17900|P
20111220|AIN|30676|40450|P
20111220|AINV|45245|156180|P
20111220|AIQ|1522|3622|P
20111220|AIR|38230|63420|P
20111220|AIRM|5200|12345|P
20111220|AIRT|300|993|P
20111220|AIS|139060|224036|P
20111220|AIT|9977|41898|P
20111220|AIV|46026|78509|P
20111220|AIV-T|0|1600|P
20111220|AIV-V|0|300|P
20111220|AIXG|21126|70818|P
20111220|AIZ|58985|117053|P
20111220|AJG|50864|68089|P
20111220|AKAM|149557|316895|P
20111220|AKN|400|1800|P
20111220|AKO.A|0|1100|P
20111220|AKO.B|0|400|P
20111220|AKP|0|121|P
20111220|AKR|8280|25207|P
20111220|AKRX|27380|84596|P
20111220|AKS|520095|917055|P
20111220|AL|37097|68095|P
20111220|ALB|34162|60222|P
20111220|ALC|4600|15078|P
20111220|ALCO|300|300|P
20111220|ALD|2050|6506|P
20111220|ALE|3489|11225|P
20111220|ALEX|10114|17360|P
20111220|ALG|1204|2904|P
20111220|ALGN|20799|47897|P
20111220|ALGT|18197|25667|P
20111220|ALIM|2500|21915|P
20111220|ALJ|11572|21575|P
20111220|ALK|25837|72637|P
20111220|ALKS|60907|93803|P
20111220|ALL|372972|512107|P
20111220|ALLT|18111|44267|P
